"","TXA_ITIS","TXA_Level","TXA_Name","TXA_Binomial","TXA_Parent","TXA_Author","TXA_Year","TXA_CAAB","USER","TXA_Time","TXA_Group","TXA_ReleaseDate","TXA_ExpReleaseDate","TXA_Created_At","TXA_Updated_At","TXA_WoRMsID"
"911",11094,136,"Sphacelariales",NA,10686,"",NA,NA,"ITIS",2002-06-23 16:07:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"912",11095,140,"Sphacelariaceae",NA,11094,"",NA,NA,"ITIS",2002-06-23 16:07:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"913",11098,142,"Sphacelaria",NA,11095,"",NA,NA,"ITIS",2002-06-23 16:07:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"914",11137,136,"Cutleriales",NA,10686,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"915",11138,140,"Cutleriaceae",NA,11137,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"916",11139,142,"Mutimo",NA,11138,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"917",11142,143,"cylindricus","Mutimo cylindricus",11139,"Okamura 1902",NA,NA,"ITIS",NA,"Algae",2017-06-21,2017-02-16,NA,NA,NA
"918",11148,136,"Dictyotales",NA,10686,"",NA,NA,"ITIS",2002-06-19 12:04:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"919",11149,140,"Dictyotaceae",NA,11148,"",NA,NA,"ITIS",2002-06-19 12:04:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"920",11162,142,"Dictyota",NA,11149,"",NA,NA,"ITIS",2002-06-19 12:04:52,NA,2099-01-01,2099-01-01,NA,NA,NA
"921",11328,136,"Fucales",NA,10686,"",NA,NA,"ITIS",2001-09-05 16:06:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"922",11329,140,"Fucaceae",NA,11328,"",NA,NA,"ITIS",2001-09-11 14:54:38,NA,2099-01-01,2099-01-01,NA,NA,NA
"923",11330,142,"Ascophyllum",NA,11329,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"924",11331,143,"nodosum","Ascophyllum nodosum",11330,"Linnaeus 1753",NA,NA,"ITIS",NA,"Algae",2017-06-21,2017-02-16,NA,NA,NA
"925",11334,142,"Fucus",NA,11329,"",NA,NA,"ITIS",2001-09-11 14:54:38,NA,2099-01-01,2099-01-01,NA,NA,NA
"926",11342,143,"serratus","Fucus serratus",11334,"Linnaeus",NA,NA,"ITIS",2001-09-11 16:14:26,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"927",11388,140,"Sargassaceae",NA,11328,"",NA,NA,"ITIS",2001-09-05 16:06:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"928",11389,142,"Sargassum",NA,11388,"",NA,NA,"ITIS",2001-09-05 16:06:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"929",11390,143,"muticum","Sargassum muticum",11389,"Yendo 1907",NA,NA,"ITIS",2001-09-05 16:06:59,"Algae",2017-06-21,2017-02-16,NA,NA,NA
"930",11422,136,"Scytosiphonales",NA,10686,"",NA,NA,"ITIS",2002-06-18 10:46:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"931",11423,140,"Scytosiphonaceae",NA,11422,"",NA,NA,"ITIS",2002-06-18 10:46:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"932",11424,142,"Colpomenia",NA,11423,"",NA,NA,"ITIS",2002-06-18 10:46:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"933",11426,143,"peregrina","Colpomenia peregrina",11424,"(Sauvageau 1927",NA,NA,"ITIS",2002-06-18 10:46:16,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"934",11427,143,"sinuosa","Colpomenia sinuosa",11424,"Mertens Ex Roth Derbes and Solier 1996-07-10",NA,NA,"ITIS",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"935",11452,131,"Rhodophycota",NA,202422,"",NA,NA,"ITIS",2001-09-11 14:08:50,NA,2099-01-01,2099-01-01,NA,NA,NA
"936",11453,133,"Rhodophyceae",NA,11452,"",NA,NA,"ITIS",2001-09-11 14:08:50,NA,2099-01-01,2099-01-01,NA,NA,NA
"937",11454,134,"Bangiophycideae",NA,11453,"",NA,NA,"ITIS",2002-06-14 15:36:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"938",11473,136,"Goniotrichales",NA,11454,"",NA,NA,"ITIS",2002-06-14 15:36:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"939",11474,140,"Goniotrichaceae",NA,11473,"",NA,NA,"ITIS",2002-06-14 15:36:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"940",11490,136,"Bangiales",NA,11454,"",NA,NA,"ITIS",2003-03-30 16:13:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"941",11530,140,"Bangiaceae",NA,11490,"",NA,NA,"ITIS",2003-03-30 16:13:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"942",11540,142,"Pyropia",NA,11530,"Agardh 1899",NA,NA,"ITIS",2003-03-30 16:13:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"943",11560,143,"yezoensis","Pyropia yezoensis",11540,"Ueda 1932",NA,NA,"ITIS",2005-10-26 11:38:41,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"944",11585,134,"Florideophycideae",NA,11453,"",NA,NA,"ITIS",2001-09-11 14:08:50,NA,2099-01-01,2099-01-01,NA,NA,NA
"945",11586,136,"Nemaliales",NA,11585,"",NA,NA,"ITIS",2001-09-11 14:55:51,NA,2099-01-01,2099-01-01,NA,NA,NA
"946",11793,140,"Gelidiaceae",NA,11586,"",NA,NA,"ITIS",2002-06-17 09:31:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"947",11795,142,"Gelidium",NA,11793,"J. V. F. Lamouroux, 1813                      1996",NA,NA,"ITIS",2002-06-17 09:31:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"948",11868,136,"Gigartinales",NA,11585,"",NA,NA,"ITIS",2002-06-14 16:52:31,NA,2099-01-01,2099-01-01,NA,NA,NA
"949",11934,140,"Rhabdoniaceae",NA,11868,"",NA,NA,"ITIS",2005-06-24 14:56:25,NA,2099-01-01,2099-01-01,NA,NA,NA
"950",11938,142,"Caulacanthus",NA,11934,"",NA,NA,"ITIS",2005-06-24 14:56:25,NA,2099-01-01,2099-01-01,NA,NA,NA
"951",11939,143,"okamurae","Caulacanthus okamurae",11938,"Yamada, 1933",NA,NA,"ITIS",2005-06-24 14:56:26,"Algae",2017-01-01,2017-02-16,NA,NA,NA
"952",11940,140,"Hypneaceae",NA,11868,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"953",11941,142,"Hypnea",NA,11940,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"954",11942,143,"musciformis","Hypnea musciformis",11941,"Wulfen Lamouroux 1996-07-10",NA,NA,"ITIS",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"955",11983,140,"Gracilariaceae",NA,11868,"",NA,NA,"ITIS",2004-07-27 13:20:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"956",11984,142,"Gracilaria",NA,11983,"Linnaeus Greville                           1996-0",NA,NA,"ITIS",2004-07-27 13:20:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"957",12090,140,"Gigartinaceae",NA,11868,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"958",12173,140,"Furcellariaceae",NA,11868,"",NA,NA,"ITIS",2002-06-14 16:52:31,NA,2099-01-01,2099-01-01,NA,NA,NA
"959",12174,142,"Furcellaria",NA,12173,"",NA,NA,"ITIS",2002-06-14 16:52:31,NA,2099-01-01,2099-01-01,NA,NA,NA
"960",12193,136,"Cryptonemiales",NA,11585,"",NA,NA,"ITIS",2001-09-11 14:08:50,NA,2099-01-01,2099-01-01,NA,NA,NA
"961",12234,140,"Dumontiaceae",NA,12193,"",NA,NA,"ITIS",2004-09-02 16:32:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"962",12241,142,"Dumontia",NA,12234,"J. V. Lamouroux, 1813                         1996",NA,NA,"ITIS",2004-09-02 16:32:54,NA,2099-01-01,2099-01-01,NA,NA,NA
"963",12265,142,"Pikea",NA,12234,"Harvey 2000-03-15",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"964",12303,140,"Corallinaceae",NA,12193,"",NA,NA,"ITIS",2001-09-11 14:55:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"965",12420,142,"Lithothrix",NA,12303,"J. E. Gray, 1867",NA,NA,"ITIS",2001-09-11 14:55:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"966",12421,143,"aspergillum","Lithothrix aspergillum",12420,"J. E. Gray",NA,NA,"ITIS",2001-09-11 15:49:50,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"967",12557,140,"Cryptonemiaceae",NA,12193,"",NA,NA,"ITIS",2001-09-11 14:08:50,NA,2099-01-01,2099-01-01,NA,NA,NA
"968",12571,142,"Grateloupia",NA,12557,"Bonnemaison, 1822",NA,NA,"ITIS",2001-09-11 14:08:50,NA,2099-01-01,2099-01-01,NA,NA,NA
"969",12572,143,"turuturu","Grateloupia turuturu",12571,"Yamada 1941",NA,NA,"ITIS",2001-09-11 14:08:50,"Algae",2017-06-21,2017-02-16,NA,NA,NA
"970",12718,136,"Rhodymeniales",NA,11585,"",NA,NA,"ITIS",2001-09-11 14:56:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"971",12719,140,"Champiaceae",NA,12718,"",NA,NA,"ITIS",2001-09-11 14:56:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"972",12727,142,"Lomentaria",NA,12719,"",NA,NA,"ITIS",2001-09-11 14:56:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"973",12730,143,"hakodatensis","Lomentaria hakodatensis",12727,"Yendo",NA,NA,"ITIS",2001-09-11 16:00:41,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"974",12731,143,"orcadensis","Lomentaria orcadensis",12727,"Collins 1937)",NA,NA,"ITIS",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"975",12732,143,"clavellosa","Lomentaria clavellosa",12727,"(Turner) Gaillon",NA,NA,"ITIS",2001-09-11 15:53:54,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"976",12750,140,"Rhodymeniaceae",NA,12718,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"977",12753,142,"Rhodymenia",NA,12750,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"978",12882,136,"Ceramiales",NA,11585,"",NA,NA,"ITIS",2001-09-11 14:56:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"979",12883,140,"Ceramiaceae",NA,12882,"",NA,NA,"ITIS",2001-09-11 14:56:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"980",12884,142,"Antithamnion",NA,12883,"",NA,NA,"ITIS",2002-06-14 13:17:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"981",12928,142,"Aglaothamnion",NA,12883,"Feldmann-Mazoyer 1941",NA,NA,"ITIS",2001-09-11 15:27:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"982",12930,143,"tenuissimum","Aglaothamnion tenuissimum",12928,"(Bonnemaison) Feldmann-Mazoyer",NA,NA,"ITIS",2001-09-11 15:51:58,"Algae",2099-01-01,2017-02-16,NA,NA,NA
"983",12978,142,"Ceramium",NA,12883,"",NA,NA,"ITIS",2001-09-11 14:56:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"984",13007,143,"sinicola","Ceramium sinicola",12978,"Setchell & Gardner",NA,NA,"ITIS",2001-09-11 16:14:49,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"985",13402,140,"Dasyaceae",NA,12882,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"986",13403,142,"Dasya",NA,13402,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"987",13418,142,"Dasysiphonia",NA,13402,"",NA,NA,"ITIS",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"988",13421,143,"japonica","Dasysiphonia japonica",13418,"Yendo 1920",NA,NA,"ITIS",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"989",13439,140,"Rhodomelaceae",NA,12882,"",NA,NA,"ITIS",2001-09-11 15:28:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"990",13440,142,"Polysiphonia",NA,13439,"",NA,NA,"ITIS",2001-09-11 15:28:53,NA,2099-01-01,2099-01-01,NA,NA,NA
"991",13460,143,"denudata","Polysiphonia denudata",13440,"Dill. Grev. Ex Harv.",NA,NA,"ITIS",2001-09-11 15:55:48,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"992",13461,143,"japonicus","Melanothamnus japonicus",13439,"(Harvey 1857) Diaz-Tapa et al. 2017",NA,NA,"ITIS",2001-09-11 16:00:56,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"993",13610,142,"Chondria",NA,13439,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"994",13616,143,"arcuata","Chondria arcuata",13610,"Hollenburg 1945",NA,NA,"ITIS",NA,"Algae",2099-01-01,2099-01-01,NA,NA,NA
"995",18061,131,"Magnoliophyta",NA,564824,"",NA,NA,"ITIS",2001-05-29 10:44:08,NA,2099-01-01,2099-01-01,NA,NA,NA
"996",18063,133,"Magnoliopsida",NA,18061,"",NA,NA,"ITIS",2001-09-06 10:07:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"997",18064,134,"Magnoliidae",NA,18063,"",NA,NA,"ITIS",2001-09-11 16:14:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"998",18367,136,"Nymphaeales",NA,18064,"",NA,NA,"ITIS",2006-07-06 09:24:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"999",18368,140,"Nymphaeaceae",NA,18367,"",NA,NA,"ITIS",2006-07-06 15:35:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"1000",18383,142,"Nymphaea",NA,18368,"L.",NA,NA,"ITIS",2006-07-06 15:35:45,NA,2099-01-01,2099-01-01,NA,NA,NA
"1001",18384,143,"odorata","Nymphaea odorata",18383,"Ait. 2004-02-09",NA,NA,"ITIS",2006-07-06 15:35:45,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1002",18406,140,"Cabombaceae",NA,18367,"",NA,NA,"ITIS",2006-07-06 09:24:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"1003",18407,142,"Cabomba",NA,18406,"Aubl.",NA,NA,"ITIS",2006-07-06 09:24:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"1004",18408,143,"caroliniana","Cabomba caroliniana",18407,"Gray 2004-02-09",NA,NA,"ITIS",2006-07-06 09:24:43,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1005",18409,136,"Ranunculales",NA,18064,"",NA,NA,"ITIS",2001-09-11 16:14:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"1006",18410,140,"Ranunculaceae",NA,18409,"",NA,NA,"ITIS",2001-09-11 16:14:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"1007",18558,142,"Ranunculus",NA,18410,"L.",NA,NA,"ITIS",2001-09-11 16:14:11,NA,2099-01-01,2099-01-01,NA,NA,NA
"1008",18576,143,"sceleratus","Ranunculus sceleratus",18558,"L.",NA,NA,"ITIS",2001-09-11 16:14:11,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1009",19011,134,"Hamamelidae",NA,18063,"",NA,NA,"ITIS",2006-07-06 09:22:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"1010",19037,136,"Urticales",NA,19011,"",NA,NA,"ITIS",2006-07-06 09:22:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"1011",19119,140,"Urticaceae",NA,19037,"",NA,NA,"ITIS",2006-07-06 09:22:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"1012",19120,142,"Boehmeria",NA,19119,"Jacq.",NA,NA,"ITIS",2006-07-06 09:22:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"1013",19121,143,"cylindrica","Boehmeria cylindrica",19120,"L. Sw. 2003-03-12",NA,NA,"ITIS",2006-07-06 09:22:59,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1014",19519,134,"Caryophyllidae",NA,18063,"",NA,NA,"ITIS",2001-09-11 15:28:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"1015",19520,136,"Caryophyllales",NA,19519,"",NA,NA,"ITIS",2001-09-11 15:28:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"1016",19942,140,"Caryophyllaceae",NA,19520,"",NA,NA,"ITIS",2001-09-11 15:28:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"1017",20150,142,"Spergularia",NA,19942,"(Pers.) J & K. Presl",NA,NA,"ITIS",2001-09-11 15:28:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"1018",20156,143,"diandra","Spergularia diandra",20150,"Guss. Held. & Sart.",NA,NA,"ITIS",2001-09-11 15:56:05,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1019",20157,143,"echinosperma","Spergularia echinosperma",20150,"Celak. Aschers. & Graebn. 2000-03-15",NA,NA,"ITIS",2006-07-06 15:47:51,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1020",20504,140,"Chenopodiaceae",NA,19520,"",NA,NA,"ITIS",2001-09-11 15:44:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1021",20505,142,"Atriplex",NA,20504,"L.",NA,NA,"ITIS",2001-09-11 16:02:55,NA,2099-01-01,2099-01-01,NA,NA,NA
"1022",20541,143,"laciniata","Atriplex laciniata",20505,"L.",NA,NA,"ITIS",2001-09-11 16:02:55,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1023",20586,142,"Bassia",NA,20504,"All.",NA,NA,"ITIS",2001-09-11 15:44:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1024",20587,143,"hirsuta","Bassia hirsuta",20586,"L. Aschers.",NA,NA,"ITIS",2001-09-11 16:01:07,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1025",20588,143,"hyssopifolia","Bassia hyssopifolia",20586,"Pallas Kuntz",NA,NA,"ITIS",2001-09-11 15:44:16,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1026",20654,142,"Salsola",NA,20504,"L.",NA,NA,"ITIS",2006-07-06 15:45:36,NA,2099-01-01,2099-01-01,NA,NA,NA
"1027",20655,143,"kali","Salsola kali",20654,"L. 2004-02-23",NA,NA,"ITIS",2006-07-06 15:45:36,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1028",20659,142,"Suaeda",NA,20504,"Forsk. ex J.F. Gmel.",NA,NA,"ITIS",2006-07-06 15:50:02,NA,2099-01-01,2099-01-01,NA,NA,NA
"1029",20662,143,"maritima","Suaeda maritima",20659,"(L.) Dumort.",NA,NA,"ITIS",2006-07-06 15:50:02,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1030",20714,140,"Amaranthaceae",NA,19520,"",NA,NA,"ITIS",2001-09-11 16:11:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"1031",20763,142,"Alternanthera",NA,20714,"Forsk.",NA,NA,"ITIS",2001-09-11 16:11:13,NA,2099-01-01,2099-01-01,NA,NA,NA
"1032",20770,143,"philoxeroides","Alternanthera philoxeroides",20763,"Mart. Griseb.",NA,NA,"ITIS",2001-09-11 16:11:13,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1033",20841,136,"Polygonales",NA,19519,"",NA,NA,"ITIS",2001-09-11 16:01:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"1034",20842,140,"Polygonaceae",NA,20841,"",NA,NA,"ITIS",2001-09-11 16:01:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"1035",20847,142,"Polygonum",NA,20842,"L.",NA,NA,"ITIS",2001-09-11 16:01:19,NA,2099-01-01,2099-01-01,NA,NA,NA
"1036",20856,143,"hydropiper","Polygonum hydropiper",20847,"L.",NA,NA,"ITIS",2001-09-11 16:01:19,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1037",20860,143,"lapathifolium","Polygonum lapathifolium",20847,"L.",NA,NA,"ITIS",2001-09-11 16:03:07,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1038",20889,143,"cuspidatum","Polygonum cuspidatum",20847,"Sieb. & Zucc. 2000-03-15",NA,NA,"ITIS",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1039",20913,143,"patulum","Polygonum patulum",20847,"Bieb. 2000-03-15",NA,NA,"ITIS",2006-07-06 15:39:12,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1040",20914,143,"perfoliatum","Polygonum perfoliatum",20847,"L. 2004-02-23",NA,NA,"ITIS",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1041",20933,142,"Rumex",NA,20842,"L.",NA,NA,"ITIS",2001-09-11 16:05:59,NA,2099-01-01,2099-01-01,NA,NA,NA
"1042",20965,143,"maritimus","Rumex maritimus",20933,"L.",NA,NA,"ITIS",2001-09-11 16:05:59,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1043",21341,134,"Dilleniidae",NA,18063,"",NA,NA,"ITIS",2001-09-11 16:03:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1044",21354,136,"Theales",NA,21341,"",NA,NA,"ITIS",2006-07-06 09:27:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1045",21400,140,"Elatinaceae",NA,21354,"",NA,NA,"ITIS",2006-07-06 09:27:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1046",21403,142,"Elatine",NA,21400,"L.",NA,NA,"ITIS",2006-07-06 09:27:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1047",21416,142,"Hypericum",NA,21477,"L.",NA,NA,"ITIS",2006-07-06 09:33:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1048",21421,143,"mutilum","Hypericum mutilum",21416,"L. 2004-02-23",NA,NA,"ITIS",2006-07-06 09:33:16,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1049",21477,140,"Clusiaceae",NA,21354,"",NA,NA,"ITIS",2006-07-06 09:33:16,NA,2099-01-01,2099-01-01,NA,NA,NA
"1050",21500,136,"Malvales",NA,21341,"",NA,NA,"ITIS",2001-09-11 16:09:36,NA,2099-01-01,2099-01-01,NA,NA,NA
"1051",21608,140,"Malvaceae",NA,21500,"",NA,NA,"ITIS",2001-09-11 16:09:36,NA,2099-01-01,2099-01-01,NA,NA,NA
"1052",21609,142,"Althaea",NA,21608,"L.",NA,NA,"ITIS",2001-09-11 16:09:36,NA,2099-01-01,2099-01-01,NA,NA,NA
"1053",21610,143,"officinalis","Althaea officinalis",21609,"L.",NA,NA,"ITIS",2001-09-11 16:09:36,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1054",22019,136,"Violales",NA,21341,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1055",22302,140,"Tamaricaceae",NA,22019,"",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1056",22303,142,"Tamarix",NA,22302,"L.",NA,NA,"ITIS",NA,NA,2099-01-01,2099-01-01,NA,NA,NA
"1057",22310,143,"ramosissima","Tamarix ramosissima",22303,"Ledeb. 2000-03-15",NA,NA,"ITIS",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1058",22596,136,"Capparales",NA,21341,"",NA,NA,"ITIS",2001-09-11 16:03:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1059",22669,140,"Brassicaceae",NA,22596,"",NA,NA,"ITIS",2001-09-11 16:03:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1060",22754,142,"Cakile",NA,22669,"P. Mill.",NA,NA,"ITIS",2001-09-11 16:05:48,NA,2099-01-01,2099-01-01,NA,NA,NA
"1061",22755,143,"edentula","Cakile edentula",22754,"Bigelow Hook. 2000-03-15",NA,NA,"ITIS",NA,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1062",22764,143,"maritima","Cakile maritima",22754,"Scop.",NA,NA,"ITIS",2001-09-11 16:05:48,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1063",22953,142,"Lepidium",NA,22669,"L.",NA,NA,"ITIS",2001-09-11 16:03:12,NA,2099-01-01,2099-01-01,NA,NA,NA
"1064",22991,142,"Rorippa",NA,22669,"Scop.",NA,NA,"ITIS",2006-07-06 15:40:43,NA,2099-01-01,2099-01-01,NA,NA,NA
"1065",22993,143,"nasturtium-aquaticum","Rorippa nasturtium-aquaticum",22991,"L. Hayek 2000-03-15",NA,NA,"ITIS",2006-07-06 15:40:43,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1066",23006,143,"palustris","Rorippa palustris",22991,"(L.) Bess.",NA,NA,"ITIS",2006-07-06 15:41:36,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1067",23007,211,"palustris","Rorippa palustris ssp. palustris",23006,"L. Bess. 2000-03-15",NA,NA,"ITIS",2006-07-06 15:41:36,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1068",23017,143,"sylvestris","Rorippa sylvestris",22991,"L. Bess. 2000-03-15",NA,NA,"ITIS",2006-07-06 16:01:04,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1069",24056,134,"Rosidae",NA,18063,"",NA,NA,"ITIS",2001-09-06 10:07:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"1070",25367,142,"Amorpha",NA,500059,"L.",NA,NA,"ITIS",2001-09-11 15:58:46,NA,2099-01-01,2099-01-01,NA,NA,NA
"1071",25368,143,"fruticosa","Amorpha fruticosa",25367,"L.",NA,NA,"ITIS",2001-09-11 15:58:46,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1072",27032,136,"Haloragales",NA,24056,"",NA,NA,"ITIS",2001-09-11 15:27:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"1073",27033,140,"Haloragaceae",NA,27032,"",NA,NA,"ITIS",2001-09-11 15:27:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"1074",27034,142,"Myriophyllum",NA,27033,"L.",NA,NA,"ITIS",2001-09-11 15:27:06,NA,2099-01-01,2099-01-01,NA,NA,NA
"1075",27039,143,"spicatum","Myriophyllum spicatum",27034,"L.",NA,NA,"ITIS",2001-09-11 16:15:11,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1076",27072,136,"Myrtales",NA,24056,"",NA,NA,"ITIS",2001-09-06 10:07:58,NA,2099-01-01,2099-01-01,NA,NA,NA
"1077",27074,140,"Lythraceae",NA,27072,"",NA,NA,"ITIS",2001-09-11 16:13:32,NA,2099-01-01,2099-01-01,NA,NA,NA
"1078",27077,142,"Lythrum",NA,27074,"L.",NA,NA,"ITIS",2001-09-11 16:13:32,NA,2099-01-01,2099-01-01,NA,NA,NA
"1079",27079,143,"salicaria","Lythrum salicaria",27077,"L.",NA,NA,"ITIS",2001-09-11 16:13:32,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1080",27085,143,"hyssopifolia","Lythrum hyssopifolia",27077,"L. 2004-02-23",NA,NA,"ITIS",2006-07-06 15:59:13,"Plants",2099-01-01,2099-01-01,NA,NA,NA
"1081",27088,143,"tribracteatum","Lythrum tribracteatum",27077,"Salzm. ex Spreng. 2000-03-15",NA,NA,"ITIS",2006-07-06 15:34:59,"Plants",2099-01-01,2099-01-01,NA,NA,NA
